# Team 0: Flushed Faces, Team 1: DeepBluffs
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
23,Pre-Flop,1,-65,65,FOLD,0,"['As', '5h']","['4h', '8d']","['6s', '4s']",,,1,1
24,Pre-Flop,0,-64,64,CALL,0,"['6s', '9h']","['2h', '4d']","['8h', '3h']",,,1,1
24,Pre-Flop,1,-64,64,CHECK,0,"['6s', '9h']","['2h', '4d']","['8h', '3h']",,,2,2
24,Flop,0,-64,64,CHECK,0,"['6s', '9h']","['2h', '4d']","['8h', '3h', '8d']",,,2,2
24,Flop,1,-64,64,DISCARD,0,"['6s', '9h']","['2h', '4d']","['8h', '3h', '8d']",,,2,2
24,Flop,1,-64,64,CHECK,0,"['6s', '9h']","['5h', '4d']","['8h', '3h', '8d']",,2h,2,2
24,Turn,0,-64,64,RAISE,2,"['6s', '9h']","['5h', '4d']","['8h', '3h', '8d', 'Ah']",,2h,2,2
24,Turn,1,-64,64,FOLD,0,"['6s', '9h']","['5h', '4d']","['8h', '3h', '8d', 'Ah']",,2h,2,2
25,Pre-Flop,1,-62,62,CALL,0,"['3d', '7h']","['8h', '9d']","['6s', '3h']",,,1,1
25,Pre-Flop,0,-62,62,DISCARD,0,"['3d', '7h']","['8h', '9d']","['6s', '3h']",,,2,2
25,Pre-Flop,0,-62,62,RAISE,2,"['7d', '7h']","['8h', '9d']","['6s', '3h']",3d,,2,2
25,Pre-Flop,1,-62,62,CALL,0,"['7d', '7h']","['8h', '9d']","['6s', '3h']",3d,,2,2
25,Flop,1,-62,62,CHECK,0,"['7d', '7h']","['8h', '9d']","['6s', '3h', 'Ad']",3d,,4,4
25,Flop,0,-62,62,RAISE,13,"['7d', '7h']","['8h', '9d']","['6s', '3h', 'Ad']",3d,,4,4
25,Flop,1,-62,62,FOLD,0,"['7d', '7h']","['8h', '9d']","['6s', '3h', 'Ad']",3d,,4,4
26,Pre-Flop,0,-58,58,CALL,0,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d']",,,1,1
26,Pre-Flop,1,-58,58,RAISE,2,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d']",,,2,2
26,Pre-Flop,0,-58,58,CALL,0,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d']",,,2,2
26,Flop,0,-58,58,CHECK,0,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d', '5d']",,,4,4
26,Flop,1,-58,58,CHECK,0,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d', '5d']",,,4,4
26,Turn,0,-58,58,RAISE,8,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d', '5d', '2h']",,,4,4
26,Turn,1,-58,58,FOLD,0,"['5h', 'Ah']","['4d', 'Ad']","['7s', '2d', '5d', '2h']",,,4,4
27,Pre-Flop,1,-54,54,FOLD,0,"['2d', '4s']","['3h', '6d']","['Ad', '4h']",,,1,1
28,Pre-Flop,0,-53,53,RAISE,2,"['As', '8s']","['8d', 'Ad']","['4h', '9h']",,,1,1
28,Pre-Flop,1,-53,53,CALL,0,"['As', '8s']","['8d', 'Ad']","['4h', '9h']",,,2,2
28,Flop,0,-53,53,DISCARD,0,"['As', '8s']","['8d', 'Ad']","['4h', '9h', '3d']",,,4,4
28,Flop,0,-53,53,RAISE,17,"['As', '9s']","['8d', 'Ad']","['4h', '9h', '3d']",8s,,4,4
28,Flop,1,-53,53,DISCARD,0,"['As', '9s']","['8d', 'Ad']","['4h', '9h', '3d']",8s,,4,4
28,Flop,1,-53,53,FOLD,0,"['As', '9s']","['5h', 'Ad']","['4h', '9h', '3d']",8s,8d,4,4
29,Pre-Flop,1,-49,49,FOLD,0,"['9h', '8h']","['3s', '6h']","['7d', '6d']",,,1,1
30,Pre-Flop,0,-48,48,CALL,0,"['4s', '8s']","['7s', '4h']","['3s', '6s']",,,1,1
30,Pre-Flop,1,-48,48,CHECK,0,"['4s', '8s']","['7s', '4h']","['3s', '6s']",,,2,2
30,Flop,0,-48,48,RAISE,24,"['4s', '8s']","['7s', '4h']","['3s', '6s', '7d']",,,2,2
30,Flop,1,-48,48,DISCARD,0,"['4s', '8s']","['7s', '4h']","['3s', '6s', '7d']",,,2,2
30,Flop,1,-48,48,FOLD,0,"['4s', '8s']","['7s', '2d']","['3s', '6s', '7d']",,4h,2,2
31,Pre-Flop,1,-46,46,CALL,0,"['8d', '7h']","['8s', '7d']","['9h', '7s']",,,1,1
31,Pre-Flop,0,-46,46,CHECK,0,"['8d', '7h']","['8s', '7d']","['9h', '7s']",,,2,2
31,Flop,1,-46,46,CHECK,0,"['8d', '7h']","['8s', '7d']","['9h', '7s', '2s']",,,2,2
31,Flop,0,-46,46,RAISE,15,"['8d', '7h']","['8s', '7d']","['9h', '7s', '2s']",,,2,2
31,Flop,1,-46,46,FOLD,0,"['8d', '7h']","['8s', '7d']","['9h', '7s', '2s']",,,2,2
32,Pre-Flop,0,-44,44,CALL,0,"['6d', '7d']","['5s', '2h']","['7h', '8h']",,,1,1
32,Pre-Flop,1,-44,44,RAISE,2,"['6d', '7d']","['5s', '2h']","['7h', '8h']",,,2,2
32,Pre-Flop,0,-44,44,CALL,0,"['6d', '7d']","['5s', '2h']","['7h', '8h']",,,2,2
32,Flop,0,-44,44,RAISE,30,"['6d', '7d']","['5s', '2h']","['7h', '8h', '8d']",,,4,4
32,Flop,1,-44,44,DISCARD,0,"['6d', '7d']","['5s', '2h']","['7h', '8h', '8d']",,,4,4
32,Flop,1,-44,44,FOLD,0,"['6d', '7d']","['5s', '9d']","['7h', '8h', '8d']",,2h,4,4
33,Pre-Flop,1,-40,40,FOLD,0,"['6s', '2d']","['4h', '3s']","['7h', 'Ah']",,,1,1
34,Pre-Flop,0,-39,39,DISCARD,0,"['8h', '2h']","['6s', '8d']","['7d', '3s']",,,1,1
34,Pre-Flop,0,-39,39,CALL,0,"['8h', '2s']","['6s', '8d']","['7d', '3s']",2h,,1,1
34,Pre-Flop,1,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s']",2h,,2,2
34,Flop,0,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s', '4s']",2h,,2,2
34,Flop,1,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s', '4s']",2h,,2,2
34,Turn,0,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s', '4s', '9h']",2h,,2,2
34,Turn,1,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s', '4s', '9h']",2h,,2,2
34,River,0,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s', '4s', '9h', '3d']",2h,,2,2
34,River,1,-39,39,CHECK,0,"['8h', '2s']","['6s', '8d']","['7d', '3s', '4s', '9h', '3d']",2h,,2,2
35,Pre-Flop,1,-39,39,FOLD,0,"['7d', '4s']","['2s', 'Ad']","['5d', '4h']",,,1,1
36,Pre-Flop,0,-38,38,DISCARD,0,"['2h', '6h']","['3d', 'Ad']","['2s', '4d']",,,1,1
36,Pre-Flop,0,-38,38,CALL,0,"['7s', '6h']","['3d', 'Ad']","['2s', '4d']",2h,,1,1
36,Pre-Flop,1,-38,38,RAISE,2,"['7s', '6h']","['3d', 'Ad']","['2s', '4d']",2h,,2,2
36,Pre-Flop,0,-38,38,CALL,0,"['7s', '6h']","['3d', 'Ad']","['2s', '4d']",2h,,2,2
36,Flop,0,-38,38,CHECK,0,"['7s', '6h']","['3d', 'Ad']","['2s', '4d', 'As']",2h,,4,4
36,Flop,1,-38,38,DISCARD,0,"['7s', '6h']","['3d', 'Ad']","['2s', '4d', 'As']",2h,,4,4
36,Flop,1,-38,38,CHECK,0,"['7s', '6h']","['5s', 'Ad']","['2s', '4d', 'As']",2h,3d,4,4
36,Turn,0,-38,38,CHECK,0,"['7s', '6h']","['5s', 'Ad']","['2s', '4d', 'As', '9h']",2h,3d,4,4
36,Turn,1,-38,38,CHECK,0,"['7s', '6h']","['5s', 'Ad']","['2s', '4d', 'As', '9h']",2h,3d,4,4
36,River,0,-38,38,RAISE,96,"['7s', '6h']","['5s', 'Ad']","['2s', '4d', 'As', '9h', '8d']",2h,3d,4,4
36,River,1,-38,38,FOLD,0,"['7s', '6h']","['5s', 'Ad']","['2s', '4d', 'As', '9h', '8d']",2h,3d,4,4
